Game Title,Console,Commenter Name,Reviewer Type,Comment,Date Commented,Score Number,Release Date,Description,Game Link
afterimage,PC,bokarsh-z,User,"==========
only worth 20 dollar
==========
- 30 - 60 hour long.

-confusing meh story, very repetitive combat, annoying backtracking and glitches. -bad missions they dont tell u very will what to do and all 10 bad disappointment endings. -most thing ruined the game is very limited fast travel item to teleport anywhere really!! then u get ability teleport but not all locations only big trees its very annoying.

-best part from the game big map, alot of bosses, alot of enemies type and skills.","May 11, 2023",6,"Apr 25, 2023","One of the supreme deities created this vast world called Engardin, upon which natural wonders lie everywhere: gigantic volcanoes, steep canyons, deep seas and a tower that soars into the clouds...

Encounter fantastic creatures during your journey: giant beasts wandering in fire, and spirits lurking in the depth of complicated labyrinths... Learn about your new friends, get to know their pasts and the agendas they hold.

Engardin is alive with unknown secrets. Venture forth and feel free to explore wherever you like as a brave adventurer. Find out the stories that link each area, discover a concealed history and the truth of the world.",https://www.metacritic.com/game/afterimage/
trinity trigger,Nintendo Switch,Impulsegamer,Critic,"Trinity Trigger is a graphically bland but thoroughly enjoyable blend of action, exploration and RPG elements – the only thing holding it back is a story that doesn’t seem interested enough in the potential of its own fascinating worldbuilding.","Jun 1, 2023",73,"Apr 25, 2023","Trinity Trigger is an all-new action role-playing game combining the look and feel of iconic RPGs of the '90s with an emphasis on fast-paced, customizable combat.

Players take control of three young heroes as they attempt to defy fate and save the continent of Trinitia. Accompanying them are the Triggers, strange creatures with the unique ability to transform into eight types of weapons that players must master if they hope to be successful on their quest.

Whether playing alone or with up to two friends via local co-op, explore diverse biomes and dungeons, strategize to exploit enemy weaknesses, and change your destiny!",https://www.metacritic.com/game/trinity-trigger/
trinity trigger,Nintendo Switch,Nintendo Life,Critic,"JRPG fans can rest easy knowing that Trinity Trigger will meet their lofty expectations; this is a nostalgia trip worth taking. While not perfect, with beautiful art and music and a combat system that will feel both fresh and familiar, it is a strong contender for one of the best JRPGs of 2023 so far. The plot isn't anything to write home about and it's a tad on the easy side, but it remains engaging, especially for Mana series enthusiasts. Hopefully its proximity to the launch of The Legend of Zelda: Tears of the Kingdom doesn't see Trinity Trigger overshadowed before it gets a chance to shine.","Apr 23, 2023",80,"Apr 25, 2023","Trinity Trigger is an all-new action role-playing game combining the look and feel of iconic RPGs of the '90s with an emphasis on fast-paced, customizable combat.

Players take control of three young heroes as they attempt to defy fate and save the continent of Trinitia. Accompanying them are the Triggers, strange creatures with the unique ability to transform into eight types of weapons that players must master if they hope to be successful on their quest.

Whether playing alone or with up to two friends via local co-op, explore diverse biomes and dungeons, strategize to exploit enemy weaknesses, and change your destiny!",https://www.metacritic.com/game/trinity-trigger/
trinity trigger,Nintendo Switch,Sikevillian22,User,A fun charming game that has really solid mechanics. No filler or anything to actively waste your time. Story is good with likeable characters & pacing is very well done here in my opinion. It feels very secret of mana especially in combat but puts in a lot of quality of life improvements to make it feel more modern in a good way.. highly recommended!,"May 7, 2023",7.5,"Apr 25, 2023","Trinity Trigger is an all-new action role-playing game combining the look and feel of iconic RPGs of the '90s with an emphasis on fast-paced, customizable combat.

Players take control of three young heroes as they attempt to defy fate and save the continent of Trinitia. Accompanying them are the Triggers, strange creatures with the unique ability to transform into eight types of weapons that players must master if they hope to be successful on their quest.

Whether playing alone or with up to two friends via local co-op, explore diverse biomes and dungeons, strategize to exploit enemy weaknesses, and change your destiny!",https://www.metacritic.com/game/trinity-trigger/
trinity trigger,Nintendo Switch,Salvince,User,"Definitely a game worth picking up if you'rea fan of dungeon crawlers and anime-esque mana story telling. The mechanics to fighting are fairly simple, easy to understand fight mechanics, stat building, and story progression. Graphics fit the world fairly well, the music feels nostalgic for JRPGs like this game. 
Definitely a one and done kind of game, replay value might not be for everyone. 
The story is priceless and definitely sticks to anime trope.  I'm glad the localizers didn't butcher the story and kept the translation close to the actual game","Oct 12, 2023",8,"Apr 25, 2023","Trinity Trigger is an all-new action role-playing game combining the look and feel of iconic RPGs of the '90s with an emphasis on fast-paced, customizable combat.

Players take control of three young heroes as they attempt to defy fate and save the continent of Trinitia. Accompanying them are the Triggers, strange creatures with the unique ability to transform into eight types of weapons that players must master if they hope to be successful on their quest.

Whether playing alone or with up to two friends via local co-op, explore diverse biomes and dungeons, strategize to exploit enemy weaknesses, and change your destiny!",https://www.metacritic.com/game/trinity-trigger/
fairy fencer f refrain chord,PlayStation 5,Noisy Pixel,Critic,"Fairy Fencer F: Refrain Chord is a solid tactical adventure with an endearing cast that delivers a charming narrative. The simple yet robust gameplay systems provide a satisfying experience where character growth and customization are at the forefront. For tactical diehards, Refrain Chord may not scratch that itch, but Fairy Fencer fans or those simply wanting to play an intro to the genre should give this a shot.","Apr 24, 2023",66,,,
fairy fencer f refrain chord,PlayStation 5,PSX Brasil,Critic,"Fairy Fencer F: Refrain Chord is recommended for those who simply want more Fairy Fencer F, years after the last release. The SRPG gameplay is new to the series, but it's not a big enough novelty to recommend the title to those looking for something focused on strategy.","May 6, 2023",65,,,
fairy fencer f refrain chord,,,User,,,,,,
fairy fencer f refrain chord,,,User,,,,,,
war mongrels,PC,GRYOnline.pl,Critic,"War Mongrels is a great game with a raw vision of World War II. Fans of Commandos series should be satisfied, history buffs will find some interesting facts, and all gamers will get an original story about redemption and a really solid gameplay.","Sep 19, 2022",68,"Apr 25, 2023","War Mongrels is an isometric real-time tactics game that takes place on the eastern front of World War II. Its story-driven campaign takes inspiration in the grim events that actually took place and the real stories that arose from them. Dive into the dark side of war on your own or in co-op. 

The heavily history-inspired storyline guides players through the journey of two Wehrmacht soldiers as they go from deserters to hefty guerilla fighters. Their team expands as they meet new characters who support the same cause. As each character has their own set of skills and advantages, players must learn to combine them effectively to outsmart the enemy during a variety of missions in a changing environment. Sneaking, distraction, silent kills, and using the environment are some of the main skills players will have to take to heart, but a stock of firearms will also be available and useful in completing mission objectives.",https://www.metacritic.com/game/war-mongrels/
