Date,Title,Author,Game Title,Comment Count,Link
"Aug 7, 2023",,Mat Jones,GameFinal Fantasy XVI,55,https://www.ign.com/articles/final-fantasy-16s-clive-voice-actor-wants-to-play-legacy-of-kains-raziel-above-all-else
"Aug 7, 2023",,Wesley Yin-Poole,GameCall of Duty: Modern Warfare III,218,https://www.ign.com/articles/call-of-duty-modern-warfare-3-finally-has-its-release-date
"Aug 7, 2023",,Taylor Lyles,GameAnger Foot,7,https://www.ign.com/articles/devolver-delayed-everything-announced
"Aug 7, 2023",,Cristina Alexander,GameSonic Frontiers,7,https://www.ign.com/articles/sega-unveils-super-cute-trailer-for-sonic-friends-animated-shorts-on-tiktok
"Aug 7, 2023",,Taylor Lyles,GameRemnant II,12,https://www.ign.com/articles/remnant-2-crossplay-support-confirmed
"Aug 7, 2023",,Wesley Yin-Poole,GameCall of Duty: Modern Warfare III,49,https://www.ign.com/articles/activision-confirms-call-of-duty-modern-warfare-3-slide-cancelling-with-obvious-tease
"Aug 7, 2023",,Wesley Yin-Poole,GameRed Dead Redemption,658,https://www.ign.com/articles/red-dead-redemption-on-ps4-and-nintendo-switch-confirmed-pc-gamers-left-hanging
"Aug 7, 2023",,Ryan Dinsdale,GameBloodborne,178,https://www.ign.com/articles/bloodborne-hack-shows-what-a-playstation-5-version-would-look-like
"Aug 7, 2023",,Wesley Yin-Poole,GameBaldur's Gate III,132,https://www.ign.com/articles/baldurs-gate-3-now-one-of-the-biggest-steam-games-ever
"Aug 7, 2023",,Robert Anderson,GameSpider-Man 2,149,https://www.ign.com/articles/where-to-preorder-spider-man-2-ps5-console-bundle
"Aug 7, 2023",,Wesley Yin-Poole,GameDiablo 4,85,https://www.ign.com/articles/blizzard-banned-diablo-4-players-who-used-controversial-character-realm-transfer-exploit
"Aug 7, 2023",,Wesley Yin-Poole,GameBaldur's Gate III,208,https://www.ign.com/articles/baldurs-gate-3-devs-top-tip-for-dd-newcomers-take-it-slow-and-trust-the-dice
"Aug 6, 2023",,Adam Bankhurst,GameGuilty Gear Strive,50,https://www.ign.com/articles/evo-2023-everything-announced-for-street-fighter-6-mortal-kombat-1-tekken-8-and-more
"Aug 6, 2023",,Adam Bankhurst,GameStreet Fighter 6,14,https://www.ign.com/articles/street-fighter-6-dlc-character-aki-gets-a-teaser-trailer-at-evo-2023
"Aug 6, 2023",,Adam Bankhurst,GameStreet Fighter 6,71,https://www.ign.com/articles/street-fighter-6-is-getting-a-teenage-mutant-ninja-turtles-crossover-this-month-evo-2023
"Aug 6, 2023",,Adam Bankhurst,GameGuilty Gear Strive,8,https://www.ign.com/articles/guilty-gear-strive-season-3-details-revealed-as-it-reaches-25-million-players-globally-evo-2023
"Aug 6, 2023",,Adam Bankhurst,GameMortal Kombat 1,34,https://www.ign.com/articles/mortal-kombat-1-adds-reptile-ashrah-and-havik-as-new-fighters-at-evo-2023
"Aug 6, 2023",,Adam Bankhurst,GameTekken 8,20,https://www.ign.com/articles/tekken-8-adds-raven-and-azucena-the-peruvian-coffee-queen-to-its-roster-at-evo-2023
"Aug 6, 2023",,Seth G. Macy,GamePlayStation 5,47,https://www.ign.com/articles/ps5-dualsense-controllers-are-just-49-right-now
"Aug 5, 2023",,Adam Bankhurst,GameFatal Fury: City of the Wolves,47,https://www.ign.com/articles/fatal-fury-city-of-the-wolves-announced-at-evo-2023
"Aug 5, 2023",,Matt Kim,GameCastlevania: Symphony of the Night,10,https://www.ign.com/articles/game-scoops-game-of-the-year-90s-edition
"Aug 4, 2023",,Charlie Wacholz,GameNickelodeon All-Star Brawl 2,6,https://www.ign.com/articles/plankton-revealed-as-next-nick-all-stars-brawl-2-character-with-a-full-breakdown-by-smash-pro
"Aug 4, 2023",,Kat Bailey,GameOverwatch 2,33,https://www.ign.com/articles/overwatch-2-john-cena-pve-story-trailer
"Aug 4, 2023",,Travis Northup,GameHades,110,https://www.ign.com/articles/hades-diehard-accomplishes-run-most-considered-to-be-impossible
"Aug 4, 2023",,Taylor Lyles,GameBaldur's Gate III,30,https://www.ign.com/articles/baldurs-gate-3-hot-fix-version-number-cross-save
"Aug 4, 2023",,Adam Bankhurst,GameZelda: Ocarina of Time,183,https://www.ign.com/articles/90s-video-game-face-off-the-winner-revealed
"Aug 4, 2023",,Travis Northup,GameDestiny 2,1,https://www.ign.com/articles/destiny-2-where-is-xur-today-location-and-exotic-items-for-august-4-8
"Aug 4, 2023",,Wesley Yin-Poole,GameBaldur's Gate III,30,https://www.ign.com/articles/matt-mercers-very-smart-crate-stacking-trick-gets-him-to-the-top-of-a-baldurs-gate-3-castle
"Aug 4, 2023",,Zack Handlen,GameThe Expanse,64,https://www.ign.com/articles/the-expanse-a-telltale-series-episodes-1-3-review
"Aug 4, 2023",,Taylor Lyles,GameBaby Steps,3,https://www.ign.com/articles/devolver-digitals-next-showcase-focuses-on-games-delayed-to-2024
"Aug 4, 2023",,Wesley Yin-Poole,GameBaldur's Gate III,9,https://www.ign.com/articles/baldurs-gate-3s-eula-is-actually-worth-reading
"Aug 4, 2023",,Ryan Dinsdale,TV ShowThe Witcher,87,https://www.ign.com/articles/andrzej-sapkowski-is-writing-another-witcher-book
"Aug 4, 2023",,Simon Cardy,GameBaldur's Gate III,0,https://www.ign.com/articles/ign-uk-podcast-708-baldurs-great
"Aug 4, 2023",,Wesley Yin-Poole,GameBaldur's Gate III,364,https://www.ign.com/articles/now-baldurs-gate-3-is-out-in-the-wild-its-full-nudity-is-giving-players-a-shock
"Aug 4, 2023",,Robert Anderson,GamePlayStation 5,246,https://www.ign.com/articles/playstation-5-ps5-best-deal-ever-august-2023-new
"Aug 3, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/498-off-an-ultimate-race-bundle-evo-piledrives-fighting-game-prices-and-more-au-deals
"Aug 3, 2023",,Kat Bailey,GameBaldur's Gate III,33,https://www.ign.com/articles/baldurs-gate-3-cant-save-bug
"Aug 3, 2023",,Taylor Lyles,GameBaldur's Gate III,8,https://www.ign.com/articles/baldurs-gate-3-multiclass-on-explorer-mode-mod-released
"Aug 3, 2023",,Kat Bailey,GameBaldur's Gate III,43,https://www.ign.com/articles/baldurs-gate-3-romance-bear-big-budget-writer-john-corcoran
"Aug 3, 2023",,Kat Bailey,GameBaldur's Gate III,27,https://www.ign.com/articles/baldurs-gate-3-launch-twitch-steam-stats
"Aug 3, 2023",,Ryan Dinsdale,GameBaldur's Gate III,33,https://www.ign.com/articles/everyones-downloading-baldurs-gate-3-and-steam-is-having-a-wobble
"Aug 3, 2023",,Anthony Wood,GameResident Evil 2,87,https://www.ign.com/articles/resident-evil-2-remake-now-the-best-selling-resident-evil-game-ever
"Aug 3, 2023",,Mitchell Saltzman,GameLords of the Fallen,40,https://www.ign.com/articles/lords-of-the-fallen-what-starting-class-should-you-pick-ign-first
"Aug 3, 2023",,Stella Chung,GameApex Legends,1,https://www.ign.com/articles/apex-legends-season-18-revenant-rework-abilities-and-weapon-changes-explained
"Aug 3, 2023",,Taylor Lyles,GameCall of Duty: Modern Warfare II,33,https://www.ign.com/articles/call-of-duty-will-now-show-you-when-a-cheater-has-been-removed-from-a-game
"Aug 3, 2023",,Ryan Dinsdale,GameCall of Duty: Modern Warfare II,69,https://www.ign.com/articles/call-of-duty-modern-warfare-3-leaks-again-activision-gets-in-on-the-joke
"Aug 2, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/save-up-to-85-off-bethesda-quakecon-deals-standalone-ps-vr2s-drop-by-115-and-more-au-deals
"Aug 2, 2023",,Destin Legarie,GameRemnant II,39,https://www.ign.com/articles/we-need-to-talk-about-remnant-2-unlocked-606
"Aug 2, 2023",,Kat Bailey,GameDiablo 4,99,https://www.ign.com/articles/diablo-4-patch-111-key-fixes
"Aug 2, 2023",,Taylor Lyles,GameThe Callisto Protocol,89,https://www.ign.com/articles/striking-distance-studios-callisto-protocol-layoffs
"Aug 2, 2023",,Rebekah Valentine,GameAI: The Somnium Files,26,https://www.ign.com/articles/why-an-obscure-2010-dsiware-game-is-the-highest-user-rated-nintendo-game-on-metacritic
"Aug 2, 2023",,Wesley Yin-Poole,GameStar Trek Resurgence,7,https://www.ign.com/articles/star-trek-resurgence-disc-version-out-this-fall-ps4-owners-get-free-ps5-upgrade
"Aug 2, 2023",,Wesley Yin-Poole,GameDiablo 4,132,https://www.ign.com/articles/diablo-4-junes-best-selling-game-in-the-us-ps5-doing-fantastically-well
"Aug 2, 2023",,Max Scoville,GameTeenage Mutant Ninja Turtles,81,https://www.ign.com/articles/tmnt-original-arcade-game-was-a-licensed-game-done-right
"Aug 2, 2023",,Wesley Yin-Poole,GameDiablo 4,60,https://www.ign.com/articles/potentially-ban-worthy-diablo-4-exploit-lets-you-transfer-eternal-characters-to-seasonal-realm
"Aug 2, 2023",,Wesley Yin-Poole,GameSaints Row,22,https://www.ign.com/articles/saints-row-reboots-third-and-potentially-final-expansion-has-a-release-date
"Aug 2, 2023",,Wesley Yin-Poole,GameExoprimal,69,https://www.ign.com/articles/capcom-delivers-early-verdicts-on-street-fighter-6-and-exoprimal-sales
"Aug 2, 2023",,Wesley Yin-Poole,GameBaldur's Gate III,106,https://www.ign.com/articles/baldurs-gate-3-dev-recommends-deleting-early-access-save-files-and-mods-before-full-launch
"Aug 1, 2023",,Rebekah Valentine,GameStar Wars Jedi: Survivor,253,https://www.ign.com/articles/star-wars-jedi-survivor-is-in-the-early-stages-of-development-for-ps4-and-xbox-one
"Aug 1, 2023",,George Yang,GameElden Ring,57,https://www.ign.com/articles/elden-ring-bloodbourne-composer-yuka-kitamura-exits-fromsoftware-after-12-years
"Aug 1, 2023",,Cristina Alexander,GameFortnite,3,https://www.ign.com/articles/jujutsu-kaisen-is-coming-to-fortnite
"Aug 1, 2023",,Ryan Dinsdale,GameCall of Duty: Modern Warfare II,29,https://www.ign.com/articles/call-of-duty-bans-more-than-14000-modern-warfare-2-and-warzone-cheaters-in-one-day
"Aug 1, 2023",,Taylor Lyles,GameThe Last of Us,113,https://www.ign.com/articles/the-last-of-us-clone-gets-pulled-from-nintendo-switch-eshop
"Aug 1, 2023",,Taylor Lyles,GameDead by Daylight,8,https://www.ign.com/articles/dead-by-daylight-developer-alien-film-series-crossover-teaser
"Aug 1, 2023",,Anthony Wood,GameEverspace 2,252,https://www.ign.com/articles/everything-joining-and-leaving-xbox-game-pass-mid-august-2023
"Aug 1, 2023",,Anthony Wood,GameBaldur's Gate III,176,https://www.ign.com/articles/baldurs-gate-3s-122gb-download-cannot-be-preloaded
"Aug 1, 2023",,Travis Northup,GameRemnant II,12,https://www.ign.com/articles/remnant-2s-wild-data-mining-puzzle-was-solved-by-someone-with-no-coding-experience-a-fridge-full-of-red-bull-and-chatgpt
"Aug 1, 2023",,Ryan Dinsdale,GameRemnant II,56,https://www.ign.com/articles/remnant-2-sells-1-million-copies-in-first-week
"Jul 31, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/even-deeper-discounts-on-ps-vr2-spider-man-2-dualsenses-return-and-more-au-deals
"Jul 31, 2023",,Taylor Lyles,GamePatapon,4,https://www.ign.com/articles/new-game-from-patapon-creators-funds-its-kickstarter-in-under-an-hour
"Jul 31, 2023",,Rebekah Valentine,GameFinal Fantasy XIV Online,24,https://www.ign.com/articles/final-fantasy-14-director-wants-to-get-the-pixel-remasters-running-inside-the-mmo
"Jul 31, 2023",,Wesley Yin-Poole,GameTekken 8,10,https://www.ign.com/articles/bandai-namco-warns-tekken-8-fans-against-playing-cracked-closed-beta-build
"Jul 31, 2023",,Adam Bankhurst,GameFinal Fantasy VII,225,https://www.ign.com/articles/face-off-which-90s-video-game-is-the-best
"Jul 31, 2023",,Robert Anderson,GameSpider-Man 2,11,https://www.ign.com/articles/where-to-preorder-spider-man-2-dualsense-controller-console-covers
"Jul 31, 2023",,Taylor Lyles,GameElden Ring,109,https://www.ign.com/articles/elden-ring-no-hit-run-electric-saxophone-controller-playthrough
"Jul 31, 2023",,Wesley Yin-Poole,GameDiablo 4,47,https://www.ign.com/articles/diablo-4-horses-to-get-crucial-improvements
"Jul 31, 2023",,Wesley Yin-Poole,GameMortal Kombat 1,52,https://www.ign.com/articles/mortal-kombat-1-reveals-geras-awesome-new-liu-kang-fatality-and-teases-a-character-nobody-recognises
"Jul 31, 2023",,Robert Anderson,GamePlayStation 5,44,https://www.ign.com/articles/best-8tb-ps5-ssd
"Jul 31, 2023",,Wesley Yin-Poole,GameAssassin's Creed Mirage,44,https://www.ign.com/articles/assassins-creed-mirage-takes-on-average-20-23-hours-to-complete
"Jul 31, 2023",,Wesley Yin-Poole,GamePlayStation 5,116,https://www.ign.com/articles/ps5-beta-finally-adds-support-for-dolby-atmos-hdmi-devices-among-other-things
"Jul 31, 2023",,Robert Anderson,GamePlayStation 5,3,https://www.ign.com/articles/ps5-playstation-dualsense-controller-best-deal-uk
"Jul 30, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/190-bucks-off-a-ps-vr2-bundle-seriously-reduced-aaas-and-more-au-deals
"Jul 30, 2023",,Adam Bankhurst,GameFinal Fantasy XVI,1,https://www.ign.com/articles/final-fantasy-14s-78th-live-letter-details-the-updates-leading-to-the-dawntrail-expansion
"Jul 29, 2023",,Cristina Alexander,TV ShowSonic Boom,41,https://www.ign.com/articles/best-sonic-the-hedgehog-characters
"Jul 28, 2023",,Travis Northup,GameDestiny 2,5,https://www.ign.com/articles/destiny-2-where-is-xur-today-location-and-exotic-items-for-july-28-august-1
"Jul 28, 2023",,Kat Bailey,GameDiablo 4,158,https://www.ign.com/articles/path-of-exile-2-diablo-4-developer-interview
"Jul 28, 2023",,Rebekah Valentine,GameFinal Fantasy XIV Online,591,https://www.ign.com/articles/square-enix-promises-to-bring-games-to-xbox-whenever-possible-following-final-fantasy-14-announcement
"Jul 28, 2023",,Rebekah Valentine,GameFinal Fantasy XIV Online,38,https://www.ign.com/articles/yoshida-shuts-down-final-fantasy-14-fans-begging-for-blitzball-in-new-dawntrail-expansion
"Jul 28, 2023",,Adam Bankhurst,GameFinal Fantasy XVI,40,https://www.ign.com/articles/naoki-yoshida-is-wearing-a-tmnt-mutant-mayhem-shirt-and-final-fantasy-14-fans-want-to-know-why
"Jul 28, 2023",,Travis Northup,GameDiablo 4,91,https://www.ign.com/articles/diablo-4-campfire-chat-opens-with-grim-devs-long-list-of-promised-fixes
"Jul 28, 2023",,Cristina Alexander,GameFinal Fantasy XIV: Endwalker,20,https://www.ign.com/articles/final-fantasy-14-getting-a-major-graphics-update-with-new-requirements-for-dawntrail-expansion
"Jul 28, 2023",,Rebekah Valentine,GameFinal Fantasy XIV Online,334,https://www.ign.com/articles/final-fantasy-14-announced-for-xbox-with-4k-support-open-beta-confirmed
"Jul 28, 2023",,Rebekah Valentine,GameFinal Fantasy XIV: Dawntrail,112,https://www.ign.com/articles/dawntrail-officially-announced-as-final-fantasy-14s-fifth-major-expansion
"Jul 28, 2023",,Luke Reilly,GameBroforce,6,https://www.ign.com/articles/broforce-developer-on-the-surprise-final-update-possibility-of-broforce-2
"Jul 28, 2023",,Luke Reilly,GameBroforce,5,https://www.ign.com/articles/free-broforce-forever-update-arrives-in-august-also-coming-to-xbox
"Jul 28, 2023",,Wesley Yin-Poole,GameRatchet and Clank: Rift Apart,450,https://www.ign.com/articles/ratchet-clank-rift-apart-pc-basically-unplayable-without-an-ssd
"Jul 28, 2023",,Wesley Yin-Poole,GameRemnant II,30,https://www.ign.com/articles/remnant-2-developer-promises-to-improve-games-performance-following-huge-launch
"Jul 28, 2023",,Wesley Yin-Poole,GameTekken 8,45,https://www.ign.com/articles/tekken-8-fans-use-cheat-engine-to-uncover-potential-unannounced-playable-characters
"Jul 28, 2023",,Wesley Yin-Poole,GameCall of Duty: Modern Warfare 2,11,https://www.ign.com/articles/activision-hauls-2009s-call-of-duty-modern-warfare-2-steam-multiplayer-offline-to-combat-hackers
"Jul 28, 2023",,Robert Anderson,GamePlayStation 5,9,https://www.ign.com/articles/playstation-5-ps5-first-discount-ever-best-deal-new-us-2023
"Jul 28, 2023",,Wesley Yin-Poole,GameCall of Duty: Modern Warfare II,23,https://www.ign.com/articles/modern-warfare-3-to-be-revealed-in-call-of-duty-warzone-season-5-event
"Jul 27, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/where-to-score-a-fancy-spider-man-2-dualsense-or-ps5-console-cut-price-aaas-and-more
"Jul 27, 2023",,Grant Stoner,GameCall of Duty: Modern Warfare II,256,https://www.ign.com/articles/nicki-minaj-is-call-of-duty-season-5-snoop-dogg
"Jul 27, 2023",,Christopher Edgerton,GameF1 Manager 23,12,https://www.ign.com/articles/f1-manager-2023-review
"Jul 27, 2023",,Kat Bailey,GameMortal Kombat 1,12,https://www.ign.com/articles/mortal-kombat-1-pre-order-beta-confirmed-for-august
"Jul 27, 2023",,Wesley Yin-Poole,GamePayDay 3,47,https://www.ign.com/articles/payday-3-closed-beta-on-steam-and-xbox-series-x-and-s-only
"Jul 27, 2023",,Wesley Yin-Poole,GameBlue Fire,61,https://www.ign.com/articles/xbox-games-with-gold-goes-out-with-a-whimper
"Jul 27, 2023",,Ryan McCaffrey,GameNickelodeon All-Star Brawl 2,72,https://www.ign.com/articles/nickelodeon-all-star-brawl-2-announced-for-nintendo-switch-playstation-xbox-and-pc
"Jul 27, 2023",,Wesley Yin-Poole,GameBaldur's Gate III,62,https://www.ign.com/articles/baldurs-gate-3-developer-larian-will-definitely-make-a-divinity-original-sin-sequel-but-not-before-a-well-earned-break
"Jul 27, 2023",,Wesley Yin-Poole,GameElden Ring,11,https://www.ign.com/articles/elden-rings-first-patch-in-four-months-targets-pvp-balance-changes
"Jul 27, 2023",,Wesley Yin-Poole,GameRemnant II,11,https://www.ign.com/articles/remnant-2-dev-still-working-to-address-ps5-friend-invite-issue
"Jul 27, 2023",,Wesley Yin-Poole,GameDiablo 4,201,https://www.ign.com/articles/blizzard-issues-stark-warning-to-diablo-4-players-stop-using-game-modifying-software-or-risk-a-permanent-ban
"Jul 27, 2023",,Jarrett Green,GameDouble Dragon Gaiden: Rise of the Dragons,48,https://www.ign.com/articles/double-dragon-gaiden-rise-of-the-dragons-review
"Jul 26, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/the-joys-of-an-apex-ratchet-clank-rift-apart-pc-experience-and-the-cheapest-deals
"Jul 26, 2023",,Rebekah Valentine,GameDestiny 2,8,https://www.ign.com/articles/glorbo-fever-spreads-to-destiny-2-fooling-another-ai-website-in-the-process
"Jul 26, 2023",,Charlie Wacholz,GameRemnant II,7,https://www.ign.com/articles/players-skip-remnant-2-post-credits-scene
"Jul 26, 2023",,Rebekah Valentine,GameCrash Bandicoot,84,https://www.ign.com/articles/activision-dismisses-lawsuit-against-viral-tiktok-meme-creator
"Jul 26, 2023",,Diamond Feit,GameRatatan,5,https://www.ign.com/articles/patapon-creator-shares-new-details-on-spiritual-successor-ratatan
"Jul 26, 2023",,Logan Plant,GameResident Evil 4,17,https://www.ign.com/articles/resident-evil-4-has-another-remake-this-time-as-a-2d-side-scroller
"Jul 26, 2023",,Ronny Barrier,GameStarfield,144,https://www.ign.com/articles/skyrims-modders-might-be-starfields-secret-weapon
"Jul 26, 2023",,Wesley Yin-Poole,GameDeath's Door,125,https://www.ign.com/articles/playstation-plus-august-games-announced
"Jul 26, 2023",,Wesley Yin-Poole,GameTerminator: Resistance,30,https://www.ign.com/articles/terminator-resistance-complete-edition-announced-for-xbox-series-x-and-s
"Jul 26, 2023",,Wesley Yin-Poole,GameFC 24,13,https://www.ign.com/articles/ea-sports-fc-24-has-first-person-refs-next-stop-first-person-harry-kane
"Jul 26, 2023",,Matt Purslow,GameCall of Duty 4,132,https://www.ign.com/articles/how-all-ghillied-up-changed-call-of-duty-forever-art-of-the-level
"Jul 26, 2023",,Wesley Yin-Poole,GameQuantum Error,75,https://www.ign.com/articles/quantum-error-dev-ditches-ps4-version-says-its-impossible-for-it-to-live-up-to-ps5-version
"Jul 26, 2023",,Robert Anderson,GameDiablo 4,30,https://www.ign.com/articles/diablo-4-how-to-use-vpn-connect-to-servers
