,Title,Release Date,Description,Game Link
1416,"Marvel's Midnight Suns - The Good, the Bad, and the Undead","May 11, 2023","Deadpool, everyone's favorite merc with a mouth, teams up with the Midnight Suns to tear evil a new one! Add Deadpool to your roster and take on a fresh set of story missions featuring undead enemies and plenty of fourth-wall-shattering asides. Hydra forces are closing in on an artifact brimming with ancient power, which just so happens to be on Deadpool's shopping list for his mysterious benefactor. The Midnight Suns are forced to step in and put a stop to any supernatural shenanigans before things get out of hand—which is all but guaranteed whenever Wade Wilson's involved.  With his twin pistols, oh-so-pointy katanas, and endless supply of witty banter, Deadpool's prowess on the battlefield is the bane of all his enemies (and even some of his allies, who just don't appreciate a sophisticated sense of humor). Join forces with the wisecracking merc and lay waste to new threats in this exciting chapter of DLC (Deadpool Loves Chimichangas)! This content requires Marvel's Midnight Suns to play and is included with Legendary Edition and the Season Pass.

Features:

- New Hero: Deadpool, an in-your-face damage dealer wielding 10 unique Hero Abilities

- New Story Missions: Fight a host of fresh enemy types across challenging new encounters

- New Abbey Upgrade: Deadpool's Food Truck

- 3 Additional Hero Skins, 7 Abbey Outfits, and 3 Swimsuits for Deadpool",https://www.metacritic.com/game/marvels-midnight-suns-the-good-the-bad-and-the/
1417,Herodes,"May 11, 2023","It is the year 2197. Humanity has never been closer to immortality - there is no disease that can't be cured, no virus that can't be defeated. Until now.

You will use cutting-edge technology to shrink yourself down and hunt down a new and mysterious virus that can't be defeated by any other means.",https://www.metacritic.com/game/herodes/
1418,Marvel's Midnight Suns: Blood Storm,"May 11, 2023","In addition to her 10 unique Hero abilities, ""Blood Storm"" includes new story missions, a brand new Abbey Upgrade, and some fresh cosmetics for one of the most powerful mutants on the planet.",https://www.metacritic.com/game/marvels-midnight-suns-blood-storm/
1419,Filthy Animals: Heist Simulator,"May 11, 2023","Filthy Animals is a chaotic multiplayer heist game for 1-4 players.

Become a mutant animal working for criminal mastermind Tony as you steal, fight, fall over, and eat tacos while trying to make off with the loot. 

Solve puzzles, avoid enemies, and bumble your way to victory, ya Filthy Animal!",https://www.metacritic.com/game/filthy-animals-heist-simulator/
1420,Sudocats,"May 11, 2023","Cats are wonderful creatures but you better not put them together without proper introduction. So, plan ahead to display them in the right order so they get along!

When you adopt a cat and there is(are) other(s) cat(s) already living in the house, you need to make a gradual introduction first. Sudocats can be handy in that matter!",https://www.metacritic.com/game/sudocats/
1421,Legend of Keepers: Career of a Dungeon Manager,"May 11, 2023",Legend of Keepers is the perfect mix between Dungeon Management and Roguelite. You have been hired as a dungeon master by the Dungeons Company. Your job is simple: protect their dungeons!,https://www.metacritic.com/game/legend-of-keepers-career-of-a-dungeon-manager/
1422,After You - Level Escape,"May 11, 2023","You are Aron, a man who wakes up in his room and realizes that he is alone. Neither his family nor his neighbours are there.

From there, Aron will begin a journey to try to understand what has happened.

Over the course of three chapters, Aron will reveal the deepest and most humane secrets of the people who inhabited these places.

After You - Level Escape is a game of puzzles included in the narrative. They are not easy puzzles, you will not have help, you will not be able to save when you want. Its gameplay is based on exploration, reading notes and deduction, to solve the puzzles.",https://www.metacritic.com/game/after-you-level-escape/
1423,Biz Builder Delux,"May 11, 2023","Run any store you like to build upyour own buzzing business burg. Ah, there's nothing like the rhythmic bustle of a burgeoning business burg... especially when you're the one building it! That's right, from a video game store to the corner fast food joint, run what YOU want as the town's entrepreneur extraordinaire. Once your coffers are comfortably padded, you'll be ready to set sights on other ripe markets. Don't be shy and branch out, erecting a diverse variety of establishments to inspire both pep in the town plaza and plenitude in your pockets!

Remember, you'll need to strategize if you want shoppers to show. Innovate to stock stores with quality products while devising battle plans to rout pesky rivals. Only then will your spot as the town's top transactor be secure!

It's not easy to rake in those bucks with the free market in flux... but if you conquer that crux--you'll be Biz Builder Delux!

Try searching for ""Kairosoft"" to see all of our games!!",https://www.metacritic.com/game/biz-builder-delux/
1424,Fuga: Melodies of Steel 2,"May 11, 2023","The sequel to the captivating tale of Fuga: Melodies of Steel has arrived! This turn-based RPG is back with a ramped up battle system for more strategy, as well as a brand new event system that gives you more thrilling choices to affect your experience!",https://www.metacritic.com/game/fuga-melodies-of-steel-2/
1425,Another Fisherman's Tale,"May 11, 2023","Embark on a new mindbending adventure in Another Fisherman's Tale, the sequel to the award-winning A Fisherman's Tale. 

Immerse yourself in poetic storytelling as you explore new mindbending VR puzzle mechanics. Solve puzzles using your own body, detach and control your limbs, and find new attachments to progress. Discover the truth as you journey through beautiful and unique locations, brought to life by the makers of A Fisherman's Tale. 

Get ready for a captivating VR experience unlike any other.",https://www.metacritic.com/game/another-fishermans-tale/
1426,Mazinger Z,"May 11, 2023","Take control of Mazinger Z, Great Mazinger, and Grendizer, and use shooting, punches, and super weapons to take on Dr. Hell's Underground Empire! 

Supports up to two players at once.",https://www.metacritic.com/game/mazinger-z/
